//
// x0 values  from MATLAB
//
@00000000 111101011110_1001
@00001918 111111110011_0011
@00001919 000000000000_1101
@0000191a 010011010101_0101
@0000191b 000100111000_1011
@0000191c 000000001000_0000
@0000191d 111100011100_0111
@0000191e 000010111011_0111
@0000191f 000000001000_0000
@00001920 111010011001_0100
@00001921 111100000100_0000
@00001922 000100001010_1011
@00001923 111101101100_1100
@00001924 111110110101_0100
@00001925 110110011010_1110
@00001926 111010000001_0110
@00001927 000000001000_0000
@00001928 000000001000_0000
@00001929 000000001000_0000
@0000192a 001000010010_0010
@0000192b 000000001000_0000
@0000192c 000110000111_0111
@0000192d 001101001110_0100
@0000192e 000000001000_0000
@0000192f 000011010000_1101
@00001930 111111111000_0000
@00001931 111000100001_1010
@00001932 000000111110_0001
@00001933 000000001000_0000
@00001934 000000101001_1110
@00001935 111111111000_0000
@00001936 111101110110_0001
@00001937 111111111000_0000
@00001938 111111011110_0111
@00001939 111110011101_0110
@0000193a 111001110011_1001
@0000193b 111111111000_0000
@0000193c 110100100100_1010
@0000193d 111111110011_0011
@0000193e 111101111010_0000
@0000193f 000001000101_1000
@00001940 000001000011_0010
@00001941 111111011101_0110
@00001942 111111111000_0000
@00001943 000011001011_0010
@00001944 000001011011_1111
@00001945 111110100100_1110
@00001946 111011110111_0101
@00001947 101110111110_0011
@00001948 111111111000_0000
@00001949 110110000110_0000
@0000194a 111100101100_0100
@0000194b 001010001010_0001
@0000194c 111111010110_0010
@0000194d 111111111000_0000
@0000194e 000000100011_1011
@0000194f 110010001101_1000
@00001950 000001110001_0001
@00001951 000000000101_1101
@00001952 001111101100_0011
@00001953 111100101010_0011
@00001954 111001011011_1001
@00001955 000010011011_0101
@00001956 000000001000_0000
@00001957 000000001000_0000
@00001958 111111111100_0100
@00001959 000000110011_1111
@0000195a 111101000011_1010
@0000195b 110010101001_1010
@0000195c 111111011010_1010
@0000195d 000000111100_0011
@0000195e 000111111101_1000
@0000195f 000001110000_1110
@00001960 000000001000_0000
@00001961 111101001001_0111
@00001962 111100101100_1011
@00001963 000000001000_0000
@00001964 101010100110_1111
@00001965 001110011010_1001
@00001966 000010100101_0110
@00001967 000111000010_1101
@00001968 111100000000_1000
@00001969 001111110100_1011
@0000196a 101010111010_1101
@0000196b 111001010000_0010
@0000196c 000000000110_0011
@0000196d 111110111101_0111
@0000196e 000001110010_0001
@0000196f 001010010011_0101
@00001970 111111111000_0000
@00001971 000000001000_0000
@00001972 111010110011_1111
@00001973 010111100001_1101
@00001974 000011100110_0011
@00001975 010011110101_0000
@00001976 000000001000_0000
@00001977 000100001110_0110
@00001978 000000010001_0001
@00001979 111101011001_1111
@0000197a 111111110010_0001
@0000197b 000011101100_1011
@0000197c 000000100111_1110
@0000197d 111111111000_0000
@0000197e 000000001000_0000
@0000197f 111111111110_1001
@00001980 001110001110_1010
@00001981 101100000001_0011
@00001982 111111010111_0011
@00001983 111111111000_0000
@00001984 111101011111_0111
@00001985 010100111010_1011
@00001986 110000101101_0101
@00001987 110111110111_1001
@00001988 111111111000_0000
@00001989 000000001000_0000
@0000198a 110111101000_1101
@0000198b 111111111000_0000
@0000198c 111111111000_0000
@0000198d 111111111000_0000
@0000198e 110001101101_1001
@0000198f 001010111010_0111
@00001990 000011001110_1110
@00001991 111111111000_0000
@00001992 000000001000_0000
@00001993 000000001000_0000
@00001994 111011101110_1100
@00001995 000000001000_0000
@00001996 111111111000_0000
@00001997 111011101010_1001
@00001998 000001011111_1010
@00001999 000000001000_0000
@0000199a 001110000111_0001
@0000199b 010100010100_0100
@0000199c 000000000100_1100
@0000199d 001001111011_1011
@0000199e 000001101001_1111
@0000199f 000000100001_1011
@000019a0 111010101010_0111
@000019a1 111011111000_1011
@000019a2 000000001000_0011
@000019a3 000000001000_0000
@000019a4 000000101101_0110
@000019a5 111111011100_0100
@000019a6 001010001001_0010
@000019a7 001011001100_0010
@000019a8 000010111111_1010
@000019a9 010110111110_1000
@000019aa 000000110010_1001
@000019ab 000001110111_1100
@000019ac 000000001000_0000
@000019ad 001001101110_1001
@000019ae 000000001000_0000
@000019af 000000101000_0000
@000019b0 111111110100_0110
@000019b1 000010010101_0001
@000019b2 111111110000_0110
@000019b3 111111111000_0000
@000019b4 000100000101_0011
@000019b5 111110110100_1100
@000019b6 111010000000_0011
@000019b7 000000001010_1010
@000019b8 111111100001_1001
@000019b9 111011110111_0100
@000019ba 000000001011_1001
@000019bb 000100000001_0011
@000019bc 000100100001_1011
@000019bd 000000001000_0000
@000019be 111101111111_0011
@000019bf 000001010110_1011
@000019c0 111111111000_0000
@000019c1 000001001100_1100
@000019c2 111111110011_1001
@000019c3 111100010010_1111
@000019c4 110001001101_1001
@000019c5 111101101011_0111
@000019c6 000000001000_0000
@000019c7 000000010001_0111
@000019c8 111111111110_0001
@000019c9 111111111000_0000
@000019ca 111111111000_0000
@000019cb 111111111000_0000
@000019cc 000001000111_1010
@000019cd 111111111101_0000
@000019ce 000000101000_1110
@000019cf 000010101000_1011
@000019d0 000000001000_0000
@000019d1 001111000111_0001
@000019d2 000000001000_0000
@000019d3 000000000110_0110
@000019d4 111111111000_0000
@000019d5 111111111000_0000
@000019d6 111111111000_0000
@000019d7 111111111000_0000
@000019d8 001011000110_0010
@000019d9 000000001000_0000
@000019da 111111111010_1101
@000019db 000000001000_0000
@000019dc 110000100000_1000
@000019dd 111111111000_0000
@000019de 010001100010_1110
@000019df 111111111000_0000
@000019e0 000000001000_0000
@000019e1 110000100111_0100
@000019e2 111111011110_0000
@000019e3 000011100010_1001
@000019e4 111111111000_0000
@000019e5 000000000000_0000
@000019e6 110111000100_0110
@000019e7 001100000011_1101
@000019e8 111111111110_1101
@000019e9 000111111110_0011
@000019ea 111111111010_0011
@000019eb 000000001000_0000
@000019ec 111111011101_1010
@000019ed 000000001011_1010
@000019ee 111011011111_1000
@000019ef 000011110001_1111
@000019f0 111111111000_0000
@000019f1 000000001000_0000
@000019f2 001110011101_0110
@000019f3 000111100100_0010
@000019f4 000000001000_0000
@000019f5 000000001000_0000
@000019f6 000111100001_0000
@000019f7 111110111100_1100
@000019f8 111100010111_0010
@000019f9 111111111000_0000
@000019fa 101001110111_0010
@000019fb 000000001011_0101
@000019fc 000000001110_0110
@000019fd 000000001000_0000
@000019fe 111100110110_0010
@000019ff 000001010010_0001
@00001a00 111111111000_0000
@00001a01 001101000101_0000
@00001a02 111001001001_1011
@00001a03 111111101111_1011
@00001a04 001100011101_0100
@00001a05 001011100100_0000
@00001a06 111111110100_0001
@00001a07 110111110011_0111
@00001a08 000000000100_1111
@00001a09 111100000111_0010
@00001a0a 000000001000_0000
@00001a0b 111100011100_1111
@00001a0c 000001000011_1110
@00001a0d 000000001000_0000
@00001a0e 111111111000_0000
@00001a0f 000000001000_0000
@00001a10 000000000000_1010
@00001a11 000010000010_1101
@00001a12 111110111000_1111
@00001a13 111011111111_0101
@00001a14 000001010101_1011
@00001a15 000000010111_0000
@00001a16 111111111000_0000
@00001a17 111010100110_1101
@00001a18 110111110100_1110
@00001a19 000011111100_0000
@00001a1a 000010101010_0001
@00001a1b 010011001000_0101
@00001a1c 111001011000_1011
@00001a1d 111100010111_0000
@00001a1e 110001110011_0111
@00001a1f 000000001000_0000
@00001a20 000000001000_0000
@00001a21 111100101000_1101
@00001a22 111111111000_0000
@00001a23 000100001110_0000
@00001a24 110001100101_0101
@00001a25 111111111000_0000
@00001a26 111001101001_1010
@00001a27 110100000100_0100
@00001a28 111100001000_0011
@00001a29 101110010101_1001
@00001a2a 000010100111_1111
@00001a2b 001101100101_0011
@00001a2c 000000001000_0000
@00001a2d 111111111000_0000
@00001a2e 111100100001_1011
@00001a2f 111111111000_0000
@00001a30 101011000111_1101
@00001a31 111001110100_1010
@00001a32 111101110011_0000
@00001a33 000000101000_1111
@00001a34 000011000011_0111
@00001a35 000010001010_0110
@00001a36 000000000111_0011
@00001a37 000010001101_1100
@00001a38 000001001001_1111
@00001a39 000000000001_0001
@00001a3a 111000001101_1000
@00001a3b 111100100101_0100
@00001a3c 000000001000_0000
@00001a3d 111010000101_1000
@00001a3e 000000000000_0110
@00001a3f 111110000101_0100
@00001a40 110001110001_0110
@00001a41 000000101000_1011
@00001a42 000110011011_1100
@00001a43 010010010111_1010
@00001a44 000000001000_0000
@00001a45 001110000001_0001
@00001a46 000001111100_0101
@00001a47 000000000001_1011
@00001a48 111011010000_1100
@00001a49 000101011011_1000
@00001a4a 000000001000_0000
@00001a4b 111100100001_0001
@00001a4c 111011001111_0010
@00001a4d 000001010000_1011
@00001a4e 101100101001_1100
@00001a4f 111010111111_0011
@00001a50 111111111000_0000
@00001a51 010100001011_1000
@00001a52 000000110111_0001
@00001a53 111111011111_0000
@00001a54 010000010000_0100
@00001a55 111100010111_1100
@00001a56 111101000100_0110
@00001a57 001000101101_0011
@00001a58 010101110011_1100
@00001a59 111111111000_0000
@00001a5a 111111111000_0000
@00001a5b 111111111000_0000
@00001a5c 111111111000_0000
@00001a5d 000010111010_1111
@00001a5e 111110000111_0001
@00001a5f 000010001001_0001
@00001a60 000010000100_0001
@00001a61 101101000010_0110
@00001a62 001101010111_1101
@00001a63 000011000100_1010
@00001a64 000010001000_1111
@00001a65 111101111100_0110
@00001a66 000000001000_0000
@00001a67 110100010011_0110
@00001a68 000000000100_0110
@00001a69 000010011111_1111
@00001a6a 111111111000_0000
@00001a6b 111111111000_0000
@00001a6c 000001010001_0010
@00001a6d 111110001011_1100
@00001a6e 000010101011_0011
@00001a6f 001101010010_1110
@00001a70 010000010100_1100
@00001a71 110010101110_1100
@00001a72 101011101101_0010
@00001a73 111111111000_0000
@00001a74 110010100111_0010
@00001a75 110101000010_1111
@00001a76 110100011101_1010
@00001a77 001001110010_0110
@00001a78 001010011000_1110
@00001a79 110110011101_1001
@00001a7a 000000001000_0000
@00001a7b 000010110110_1101
@00001a7c 001000001001_0010
@00001a7d 101110011010_0110
@00001a7e 000011101100_1000
@00001a7f 000010101100_0000
@00001a80 110001000011_0010
@00001a81 000001011100_1000
@00001a82 000000001000_0000
@00001a83 001001011111_1000
@00001a84 000000001000_0000
@00001a85 000101111010_1011
@00001a86 000111010001_0110
@00001a87 000001000011_1011
@00001a88 000000110111_0001
@00001a89 000011111100_0010
@00001a8a 000010100100_0110
@00001a8b 111111111000_0000
@00001a8c 110101001100_0010
@00001a8d 000000001000_0000
@00001a8e 001111000100_0101
@00001a8f 111111100010_1010
@00001a90 000000001000_0000
@00001a91 111111111000_0000
@00001a92 111111111000_0000
@00001a93 111011010011_1100
@00001a94 111101011001_0011
@00001a95 110111100110_0000
@00001a96 111100111001_0100
@00001a97 111111010001_0011
@00001a98 000001100011_1010
@00001a99 111111010110_1111
@00001a9a 111001001010_1000
@00001a9b 000110000011_0111
@00001a9c 111111011010_1011
@00001a9d 111010100000_1100
@00001a9e 111111111000_0000
@00001a9f 101001111000_0111
@00001aa0 000000001000_0000
@00001aa1 111010001101_1001
@00001aa2 000000000010_0110
@00001aa3 111111111000_0000
@00001aa4 000000001000_0000
@00001aa5 110001010011_0100
@00001aa6 111011000010_0110
@00001aa7 001010110100_1001
@00001aa8 000000001000_0000
@00001aa9 000100011000_1110
@00001aaa 111110101000_1111
@00001aab 000000010100_0011
@00001aac 000010111101_0001
@00001aad 000001001001_0001
@00001aae 000001010010_1010
@00001aaf 001100111100_0010
@00001ab0 000000001000_0000
@00001ab1 001101110100_0010
@00001ab2 000111010000_0001
@00001ab3 000000001000_0000
@00001ab4 111101000101_0110
@00001ab5 000000000111_0000
@00001ab6 111111100101_0100
@00001ab7 000110111101_0100
@00001ab8 000100001100_0001
@00001ab9 111111111000_0000
@00001aba 000000001010_0110
@00001abb 000000001000_0000
@00001abc 000000001000_0000
@00001abd 001001001001_1111
@00001abe 111111111000_0000
@00001abf 001110100001_1001
@00001ac0 111111101111_0000
@00001ac1 001100011101_1011
@00001ac2 111101001001_0100
@00001ac3 000101001011_1010
@00001ac4 000011100101_1110
@00001ac5 000000101010_0011
@00001ac6 000000001000_0000
@00001ac7 000001010101_1001
@00001ac8 001100001111_1011
@00001ac9 000101100000_0011
@00001aca 001100100111_1010
@00001acb 000000001000_0000
@00001acc 000000001000_0000
@00001acd 000010000011_1100
@00001ace 111111101011_1111
@00001acf 110100110000_1111
@00001ad0 110111000010_1101
@00001ad1 001110011110_0011
@00001ad2 001011000111_0110
@00001ad3 000001010001_0111
@00001ad4 000101111010_1011
@00001ad5 000111010001_0101
@00001ad6 010010001000_1001
@00001ad7 000000001100_1100
@00001ad8 000001000100_1111
@00001ad9 101001110101_0000
@00001ada 000110110101_1111
@00001adb 111101000101_0001
@00001adc 000111111010_0000
@00001add 000000001000_0000
@00001ade 000000101010_1111
@00001adf 000000001000_0000
@00001ae0 000000011000_1101
@00001ae1 000100010101_1100
@00001ae2 000111010011_1110
@00001ae3 001111110100_0101
@00001ae4 001000011000_0100
@00001ae5 111010000101_0101
@00001ae6 000000001000_0000
@00001ae7 111000110100_0010
@00001ae8 111101001110_1000
@00001ae9 101101111010_1111
@00001aea 111111111000_0000
@00001aeb 110100101100_1010
@00001aec 000000001000_0000
@00001aed 111111111000_0000
@00001aee 111000011001_0101
@00001aef 111111111000_0000
@00001af0 000010101100_1100
@00001af1 111101111011_0010
@00001af2 000000000011_0010
@00001af3 111111111000_0000
@00001af4 000100111110_1100
@00001af5 110110110101_1000
@00001af6 000110010101_1000
@00001af7 001110101011_1101
@00001af8 000011111000_1110
@00001af9 000000110110_0101
@00001afa 111100010101_0001
@00001afb 111101011110_0100
@00001afc 111111111101_1110
@00001afd 000100100101_1111
@00001afe 111110111011_0111
@00001aff 001100001010_0000
@00001b00 000110010001_0001
@00001b01 000000001000_0000
@00001b02 000000001000_0000
@00001b03 000000000011_0010
@00001b04 000000001000_0000
@00001b05 001100010011_0001
@00001b06 001100111100_0100
@00001b07 110001011111_1010
@00001b08 000100101011_1111
@00001b09 101010111000_1011
@00001b0a 111111111000_0000
@00001b0b 000000001000_0000
@00001b0c 110100101110_0111
@00001b0d 111100101100_0000
@00001b0e 111111111000_0000
@00001b0f 001001101000_1100
@00001b10 001011110101_0111
@00001b11 111111110001_0000
@00001b12 110110110110_1110
@00001b13 001101011111_1100
@00001b14 000001011000_0101
@00001b15 001111010010_1111
@00001b16 001101100101_0011
@00001b17 111110000011_0100
@00001b18 111111101001_1101
@00001b19 111001000010_1001
@00001b1a 111111001111_1111
@00001b1b 000000001000_0000
@00001b1c 000000001000_0000
@00001b1d 000111010110_0011
@00001b1e 000010110111_1110
@00001b1f 111111111000_0000
@00001b20 000000111111_0000
@00001b21 000100010011_1101
@00001b22 000101111010_0011
@00001b23 111101101101_1001
@00001b24 110001110100_1110
@00001b25 000000001000_0000
@00001b26 000000001000_0000
@00001b27 111111101010_0101
@00001b28 111100110000_0110
@00001b29 000100000110_1011
@00001b2a 000011000100_1101
@00001b2b 101111100111_1010
@00001b2c 111101101100_0111
@00001b2d 000100110000_1000
@00001b2e 111111111000_0000
@00001b2f 000000000001_1010
@00001b30 000011010001_1001
@00001b31 000000001000_0000
@00001b32 010010010110_1101
@00001b33 000001000111_1010
@00001b34 111100011100_0110
@00001b35 000001100001_1101
@00001b36 000000001000_0000
@00001b37 000100110101_1100
@00001b38 000000000100_1110
@00001b39 000000001000_0000
@00001b3a 000000000100_0100
@00001b3b 111111111000_0000
@00001b3c 111111111111_0011
@00001b3d 111111111011_0100
@00001b3e 111111111000_0000
@00001b3f 111111111000_0000
@00001b40 111111111000_0000
@00001b41 111110000010_1000
@00001b42 110111000110_1010
@00001b43 000010001111_0011
@00001b44 111011111100_0110
@00001b45 111100110110_1111
@00001b46 111111111000_0000
@00001b47 000011101010_0101
@00001b48 010111100110_0011
@00001b49 111111111000_0000
@00001b4a 101101010011_0001
@00001b4b 111111111000_0000
@00001b4c 110101011011_1110
@00001b4d 000000001000_0000
@00001b4e 000000000101_1001
@00001b4f 111111110011_0000
@00001b50 101111011111_0001
@00001b51 111101111111_0100
@00001b52 101001000010_0101
@00001b53 001101100101_1101
@00001b54 110110110010_1100
@00001b55 111010110010_0000
@00001b56 001010001100_0100
@00001b57 000011101100_1111
@00001b58 000000001000_0000
@00001b59 111111000000_0100
@00001b5a 110100000001_1111
@00001b5b 001010110110_0011
